SKU (Item),Name,Category,Width (cm),Length (cm),Height (cm),Net Weight (kg),Gross Weight (kg),CBM,Product Type,Stacking Limit,Side Box Weight,Box_42x46x68_Layers,Box_42x46x68_PerLayer,Box_42x46x68_Total,Box_47x66x68_Layers,Box_47x66x68_PerLayer,Box_47x66x68_Total,Box_57x64x84_Layers,Box_57x64x84_PerLayer,Box_57x64x84_Total,Box_68x74x86_Layers,Box_68x74x86_PerLayer,Box_68x74x86_Total,Box_70x100x90_Layers,Box_70x100x90_PerLayer,Box_70x100x90_Total,Pallet_80x120x65_Layers,Pallet_80x120x65_PerLayer,Pallet_80x120x65_Total,Pallet_80x120x90_Layers,Pallet_80x120x90_PerLayer,Pallet_80x120x90_Total,Pallet_80x120x115_Layers,Pallet_80x120x115_PerLayer,Pallet_80x120x115_Total,Pallet_110x110x65_Layers,Pallet_110x110x65_PerLayer,Pallet_110x110x65_Total,Pallet_110x110x90_Layers,Pallet_110x110x90_PerLayer,Pallet_110x110x90_Total,Pallet_110x110x115_Layers,Pallet_110x110x115_PerLayer,Pallet_110x110x115_Total,RTN_Layers,RTN_PerLayer,RTN_Total,Warp_Required
FRN160G1S-4T,Inverter-FRN160G1S-4T,Inverters,65,153,55,No Data,No Data,0.547,Carton Case,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN18.5AQ1L-4A,Inverter-FRN18.5AQ1L-4A,Inverters,31,68,37,18.4200,18.4200,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AQ1L-4E,Inverter-FRN18.5AQ1L-4E,Inverters,31,68,37,18.4250,18.4250,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AQ1M-4A,Inverter-FRN18.5AQ1M-4A,Inverters,31,68,37,18.4430,18.4430,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AQ1M-4E,Inverter-FRN18.5AQ1M-4E,Inverters,31,68,37,18.3970,18.3970,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1K-4DSL,Inverter-FRN18.5AR1K-4DSL,Inverters,31,68,37,18.5500,18.5500,0.078,Carton,,,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1L-2J,Inverter-FRN18.5AR1L-2J,Inverters,31,74,37,23.5000,23.5000,0.085,Carton,,25,,,,,,,,,,,,2,,,4,,,,,,6,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1L-4A,Inverter-FRN18.5AR1L-4A,Inverters,31,68,37,18.5600,18.5600,0.078,Carton,,21,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1L-4E,Inverter-FRN18.5AR1L-4E,Inverters,31,68,37,18.5940,18.5940,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1L-4J,Inverter-FRN18.5AR1L-4J,Inverters,31,68,37,18.5000,18.5000,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1L-4TX,Inverter-FRN18.5AR1L-4TX,Inverters,31,68,37,19.9900,19.9900,0.078,Carton,,21,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1M-4A,Inverter-FRN18.5AR1M-4A,Inverters,31,68,37,18.4610,18.4610,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5AR1M-4E,Inverter-FRN18.5AR1M-4E,Inverters,31,68,37,18.4240,18.4240,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN18.5F1S-2J,Inverter-FRN18.5F1S-2J,Inverters,32.5,47,30,11.2400,11.2400,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5F1S-4A,Inverter-FRN18.5F1S-4A,Inverters,32.5,47,30,10.9000,10.9000,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5F1S-4E,Inverter-FRN18.5F1S-4E,Inverters,32.5,47,30,11.0400,11.0400,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5F1S-4J,Inverter-FRN18.5F1S-4J,Inverters,,,,No Data,No Data,0.000,Carton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN18.5G1E-4A,Inverter-FRN18.5G1E-4A,Inverters,32.5,47,30,12.8000,13.0230,0.046,Carton,,12.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1E-4E,Inverter-FRN18.5G1E-4E,Inverters,32.5,47,30,13.0560,13.0560,0.046,Carton,,12.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1E-4EAQ,Inverter-FRN18.5G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN18.5G1S-2A,Inverter-FRN18.5G1S-2A,Inverters,32.5,47,30,12.6800,12.6800,0.046,Carton,,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1S-2BM1,Inverter-FRN18.5G1S-2BM1,Inverters,32.5,47,30,12.2000,12.2000,0.046,Carton,,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1S-2T,Inverter-FRN18.5G1S-2T,Inverters,,,,No Data,No Data,0.000,Carton,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN18.5G1S-4A,Inverter-FRN18.5G1S-4A,Inverters,32.5,47,30,12.2050,12.2050,0.046,Carton,,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1S-4BM1,Inverter-FRN18.5G1S-4BM1,Inverters,32.5,47,30,12.3330,12.3330,0.046,Carton,,11.3,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G1S-4T,Inverter-FRN18.5G1S-4T,Inverters,,,,No Data,No Data,0.000,Carton,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN18.5G2S-2J,Inverter-FRN18.5G2S-2J,Inverters,32.5,47,30,12.0110,12.0110,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5G2S-4J,Inverter-FRN18.5G2S-4J,Inverters,32.5,47,30,11.5910,11.5910,0.046,Carton,,,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5LM1S-2EA,Inverter-FRN18.5LM1S-2EA,Inverters,32.5,47,30,12.6810,12.6810,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5LM1S-2SD,Inverter-FRN18.5LM1S-2SD,Inverters,,,,No Data,No Data,0.000,Carton,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN18.5LM1S-4AA,Inverter-FRN18.5LM1S-4AA,Inverters,32.5,47,30,12.6810,12.6810,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5LM1S-4E,Inverter-FRN18.5LM1S-4E,Inverters,32.5,47,30,12.6430,12.6430,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5LM1S-4EA,Inverter-FRN18.5LM1S-4EA,Inverters,32.5,47,30,12.6400,12.6400,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN18.5LM1S-4SD,Inverter-FRN18.5LM1S-4SD,Inverters,32.5,47,30,12.5500,12.5500,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN200AQ1S-4A,Inverter-FRN200AQ1S-4A,Inverters,75,155,60,121.0000,141.0000,0.698,Carton Case,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200AQ1S-4E,Inverter-FRN200AQ1S-4E,Inverters,75,155,60,121.0000,145.0000,0.698,Carton Case,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200AR1S-4A,Inverter-FRN200AR1S-4A,Inverters,75,155,60,121.0000,143.0000,0.698,Carton Case,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200AR1S-4E,Inverter-FRN200AR1S-4E,Inverters,75,155,60,121.0000,143.0000,0.698,Carton Case,2,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200AR1S-4U,Inverter-FRN200AR1S-4U,Inverters,68,131,60,83.0000,110.0000,0.534,Carton Case,2,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200F1S-4A,Inverter-FRN200F1S-4A,Inverters,75,155,60,119.0000,139.0000,0.698,Carton Case,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200F1S-4DY,Inverter-FRN200F1S-4DY,Inverters,65,130,55,108.0000,115.0000,0.465,Carton Case,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200F1S-4E,Inverter-FRN200F1S-4E,Inverters,,,,No Data,No Data,0.000,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200F1S-4J,Inverter-FRN200F1S-4J,Inverters,65,155,60,No Data,No Data,0.605,Carton Case,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200F1S-4U,Inverter-FRN200F1S-4U,Inverters,65,130,55,108.0000,113.0000,0.465,Carton Case,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1E-4A,Inverter-FRN200G1E-4A,Inverters,76,110,50,136.0000,141.0000,0.418,Carton Case,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1E-4E,Inverter-FRN200G1E-4E,Inverters,85,155,60,138.0000,155.0000,0.791,Carton Case,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1E-4EAQ,Inverter-FRN200G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1S-4A,Inverter-FRN200G1S-4A,Inverters,76,110,50,115.0000,140.0000,0.418,Carton Case,2,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1S-4T,Inverter-FRN200G1S-4T,Inverters,75,155,60,157.0000,172.0000,0.698,Carton Case,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1S-4U,Inverter-FRN200G1S-4U,Inverters,68,131,60,94.0000,110.0000,0.534,Carton Case,2,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN200G1S-4U P,Inverter-FRN200G1S-4U P,Inverters,68,131,60,100.0000,110.0000,0.534,Carton Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220AQ1S-4A,Inverter-FRN220AQ1S-4A,Inverters,85,155,60,155.0000,182.0000,0.791,Carton Case,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220AQ1S-4E,Inverter-FRN220AQ1S-4E,Inverters,85,155,60,155.0000,185.0000,0.791,Carton Case,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220AR1S-4A,Inverter-FRN220AR1S-4A,Inverters,85,155,60,155.0000,183.0000,0.791,Carton Case,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220AR1S-4E,Inverter-FRN220AR1S-4E,Inverters,75,155,60,121.0000,144.0000,0.698,Carton Case,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220F1S-4A,Inverter-FRN220F1S-4A,Inverters,65,153,55,128.0000,143.0000,0.547,Carton Case,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220F1S-4E,Inverter-FRN220F1S-4E,Inverters,,,,No Data,No Data,0.000,Carton Case,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220F1S-4J,Inverter-FRN220F1S-4J,Inverters,65,153,55,No Data,No Data,0.547,Carton Case,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220G1E-4A,Inverter-FRN220G1E-4A,Inverters,76,110,50,132.2500,150.0000,0.418,Carton Case,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220G1E-4E,Inverter-FRN220G1E-4E,Inverters,85,155,60,155.0000,159.0000,0.791,Carton Case,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220G1E-4EAQ,Inverter-FRN220G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton Case,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220G1S-4A,Inverter-FRN220G1S-4A,Inverters,76,110,50,133.0000,147.0000,0.418,Carton Case,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN220G1S-4T,Inverter-FRN220G1S-4T,Inverters,75,155,60,180.0000,195.0000,0.698,Carton Case,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN2.2AQ1L-4A,Inverter-FRN2.2AQ1L-4A,Inverters,23.5,55,34.5,10.3500,10.3500,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AQ1L-4A,Inverter-FRN22AQ1L-4A,Inverters,31,68,37,No Data,No Data,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AQ1L-4E,Inverter-FRN2.2AQ1L-4E,Inverters,23.5,55,34.5,10.2600,10.2600,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AQ1L-4E,Inverter-FRN22AQ1L-4E,Inverters,31,68,37,18.8910,18.8910,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AQ1M-4A,Inverter-FRN2.2AQ1M-4A,Inverters,23.5,55,34.5,10.2150,10.2150,0.045,Carton,5,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AQ1M-4A,Inverter-FRN22AQ1M-4A,Inverters,31,68,37,18.8750,18.8750,0.078,Carton,5,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AQ1M-4E,Inverter-FRN2.2AQ1M-4E,Inverters,23.5,55,34.5,10.2410,10.2410,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AQ1M-4E,Inverter-FRN22AQ1M-4E,Inverters,31,68,37,18.8540,18.8540,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN22AR1K-4DSL,Inverter-FRN22AR1K-4DSL,Inverters,31,68,37,19.1670,19.1670,0.078,Carton,,,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AR1L-2J,Inverter-FRN2.2AR1L-2J,Inverters,23.5,55,34.5,11.0000,11.0000,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AR1L-2J,Inverter-FRN22AR1L-2J,Inverters,40,88,50,43.0000,48.0000,0.176,Carton Case,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
FRN2.2AR1L-4A,Inverter-FRN2.2AR1L-4A,Inverters,23.5,55,34.5,10.1050,10.1050,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AR1L-4A,Inverter-FRN22AR1L-4A,Inverters,31,68,37,19.0000,19.0000,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AR1L-4E,Inverter-FRN2.2AR1L-4E,Inverters,23.5,55,34.5,10.3180,10.3180,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AR1L-4E,Inverter-FRN22AR1L-4E,Inverters,31,68,37,18.9380,18.9380,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN22AR1L-4J,Inverter-FRN22AR1L-4J,Inverters,31,68,37,19.0000,19.0000,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN22AR1L-4TX,Inverter-FRN22AR1L-4TX,Inverters,31,74,37,24.3800,24.3800,0.085,Carton,,26,,,,,,,,,,,,2,,,4,,,,,,6,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AR1M-4A,Inverter-FRN2.2AR1M-4A,Inverters,23.5,55,34.5,10.2860,10.2860,0.045,Carton,,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AR1M-4A,Inverter-FRN22AR1M-4A,Inverters,31,68,37,18.9210,18.9210,0.078,Carton,,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2AR1M-4E,Inverter-FRN2.2AR1M-4E,Inverters,23.5,55,34.5,10.2600,10.2600,0.045,Carton,3,11,,,,,,2,,,3,,,6,,,8,,,,,,14,,,,,,,,,16,,,,,,16,FALSE
FRN22AR1M-4E,Inverter-FRN22AR1M-4E,Inverters,31,68,37,18.9430,18.9430,0.078,Carton,3,20,,,,,,,,,,,,2,,,6,,,,,,,,,,,,,,,8,,,,,,8,FALSE
FRN2.2C2S-2J,Inverter-FRN2.2C2S-2J,Inverters,14.5,19.5,20.5,1.8920,1.8920,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2C2S-4J,Inverter-FRN2.2C2S-4J,Inverters,14.5,19.5,20.5,1.9430,1.9430,0.006,Carton,7,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2C2S-7J,Inverter-FRN2.2C2S-7J,Inverters,16.5,22,19.5,2.1720,2.1720,0.007,Carton,,,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,120,,,58,,,87,,,145,,,96,FALSE
FRN2.2E1E-4A,Inverter-FRN2.2E1E-4A,Inverters,16.5,22,27.5,3.7300,3.7300,0.010,Carton,,3.7,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN2.2E1E-4E,Inverter-FRN2.2E1E-4E,Inverters,16.5,22,27.5,3.7200,3.7200,0.010,Carton,,3.7,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN2.2E1E-7A,Inverter-FRN2.2E1E-7A,Inverters,16.5,22,27.5,3.6700,3.6700,0.010,Carton,,3.6,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN2.2E1E-7E,Inverter-FRN2.2E1E-7E,Inverters,16.5,22,27.5,3.6800,3.6800,0.010,Carton,,3.6,,,4,,,6,,,18,,,26,,,36,,,,,,48,,,72,,,,,,58,,,87,,,72,FALSE
FRN2.2E1S-2A,Inverter-FRN2.2E1S-2A,Inverters,14.5,19.5,20.5,2.1600,2.1600,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-2BM1,Inverter-FRN2.2E1S-2BM1,Inverters,14.5,19.5,20.5,2.1500,2.1500,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-2QB1,Inverter-FRN2.2E1S-2QB1,Inverters,,,,No Data,No Data,0.000,Carton,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN2.2E1S-4A,Inverter-FRN2.2E1S-4A,Inverters,14.5,19.5,20.5,2.1600,2.1600,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-4BM1,Inverter-FRN2.2E1S-4BM1,Inverters,14.5,19.5,20.5,2.1700,2.1700,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-4E,Inverter-FRN2.2E1S-4E,Inverters,14.5,19.5,20.5,2.1700,2.1700,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-4JSF1E,Inverter-FRN2.2E1S-4JSF1E,Inverters,14.5,19.5,20.5,2.1700,2.1700,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-4LM,Inverter-FRN2.2E1S-4LM,Inverters,,,,No Data,No Data,0.000,Carton,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN2.2E1S-4LM3,Inverter-FRN2.2E1S-4LM3,Inverters,14.5,19.5,20.5,2.1500,2.1500,0.006,Carton,,2,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2E1S-4QB1,Inverter-FRN2.2E1S-4QB1,Inverters,,,,No Data,No Data,0.000,Carton,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN2.2E1S-7A,Inverter-FRN2.2E1S-7A,Inverters,16.5,22,22,2.9200,2.9200,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN2.2E1S-7BM1,Inverter-FRN2.2E1S-7BM1,Inverters,16.5,22,22,2.9400,2.9400,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN2.2E1S-7E,Inverter-FRN2.2E1S-7E,Inverters,16.5,22,22,2.9200,2.9200,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN2.2E1S-7JSF1E,Inverter-FRN2.2E1S-7JSF1E,Inverters,16.5,22,22,2.9300,2.9300,0.008,Carton,,3,,,8,,,12,,,27,,,39,,,54,,,,,,72,,,96,,,,,,58,,,116,,,96,FALSE
FRN2.2E1S-7QB1,Inverter-FRN2.2E1S-7QB1,Inverters,,,,No Data,No Data,0.000,Carton,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN2.2E2S-2J,Inverter-FRN2.2E2S-2J,Inverters,14.5,19.5,20.5,1.7700,1.7700,0.006,Carton,,,,,12,,,18,,,33,,,51,,,66,,,,,,96,,,128,,,80,,,120,,,160,,,140,FALSE
FRN2.2F1S-2J,Inverter-FRN2.2F1S-2J,Inverters,,,,No Data,No Data,0.000,Carton,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN22F1S-2J,Inverter-FRN22F1S-2J,Inverters,,,,No Data,No Data,0.000,Carton,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN2.2F1S-4A,Inverter-FRN2.2F1S-4A,Inverters,21.5,32,23,4.1800,4.1800,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN22F1S-4A,Inverter-FRN22F1S-4A,Inverters,32.5,47,30,11.6700,11.6700,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN2.2F1S-4E,Inverter-FRN2.2F1S-4E,Inverters,21.5,32,23,4.1800,4.1800,0.016,Carton,,4,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN22F1S-4E,Inverter-FRN22F1S-4E,Inverters,32.5,47,30,11.6200,11.6200,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN2.2F1S-4J,Inverter-FRN2.2F1S-4J,Inverters,,,,No Data,No Data,0.000,Carton,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN22F1S-4J,Inverter-FRN22F1S-4J,Inverters,32.5,47,30,11.6900,11.6900,0.046,Carton,,12,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN2.2G1E-4A,Inverter-FRN2.2G1E-4A,Inverters,21.5,32,23,3.6910,3.6910,0.016,Carton,,3.7,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN22G1E-4A,Inverter-FRN22G1E-4A,Inverters,32.5,47,30,13.3700,13.3700,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN2.2G1E-4E,Inverter-FRN2.2G1E-4E,Inverters,21.5,32,23,3.5410,3.5410,0.016,Carton,,3.7,,,4,,,6,,,12,,,18,,,27,,,,,,36,,,48,,,32,,,48,,,64,,,60,FALSE
FRN22G1E-4E,Inverter-FRN22G1E-4E,Inverters,32.5,47,30,13.2000,13.2000,0.046,Carton,,13,,,,,,1,,,2,,,4,,,8,,,,,,10,,,15,,,,,,12,,,18,,,18,FALSE
FRN2.2G1E-4EAQ,Inverter-FRN2.2G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
FRN22G1E-4EAQ,Inverter-FRN22G1E-4EAQ,Inverters,,,,No Data,No Data,0.000,Carton,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
