ratioStandard,ratioWarp,mode,product,transportMode,ratioBoxes,returnableTotal,totalPackages,shipment,cartonTotal,siQty,qty,ratioCarton,boxesTotal,packagingBreakdown.warpQty,packagingBreakdown.qty110x110x65,packagingBreakdown.qty110x110x115,packagingBreakdown.qty80x120x90,packagingBreakdown.qty70x100x90,packagingBreakdown.qty80x120x65,packagingBreakdown.qty53x53x58,packagingBreakdown.qty110x110x90,packagingBreakdown.qty80x120x115,packagingBreakdown.qty47x66x68,packagingBreakdown.unitQty,packagingBreakdown.qty42x46x68,packagingBreakdown.qty68x74x86,packagingBreakdown.returnableQty,packagingBreakdown.qty27x27x22,packagingBreakdown.qty57x64x84,packagingBreakdown.qty53x53x19,standardTotal,warpTotal,ratioReturnable,date,customerName,remark,consigneeName,__id,__path,__createTime,__updateTime
4,0.5,VESSEL,INVERTER,VESSEL,2.3333333333333335,0,16,FAP,0,12,206,0,7,5,0,1,0,3,0,0,3,0,1,0,0,2,0,0,1,0,4,5,0,2022-03-25,FMT,,FAP,V7t13kSWaMo6m4DROso1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/V7t13kSWaMo6m4DROso1,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:38.424871Z
5,0.3,VESSEL,INVERTER,VESSEL,4,0,20,FAP,0,15,216,0,12,3,0,1,0,3,0,0,4,0,2,0,2,3,0,0,2,0,5,3,0,2022-02-24,FMT,,FAP,V8qDEGt7QxpQewNRZGaI,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/V8qDEGt7QxpQewNRZGaI,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
3,0,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,7,FAP,0,4,122,0,4,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2023-03-01,FMT,,FAP,V93XWVIHgNgt3pZU0nDe,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/V93XWVIHgNgt3pZU0nDe,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:38.424871Z
0,0.8,VESSEL,INVERTER,VESSEL,0.6666666666666666,0,10,FAP,0,5,51,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,2021-08-13,FMT,,FAP,VAIQQRUTL4sSJ3wd4Djr,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VAIQQRUTL4sSJ3wd4Djr,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
12,0,VESSEL,TEMPERATURE CONTROL,VESSEL,5.666666666666667,0,37,FEC,8,11,8435,0.26666666666666666,17,0,0,12,0,0,0,16,0,0,0,0,1,0,0,2,0,6,12,0,0,2023-10-19,FMT,,FEC,VD6b34lJUBwZdwPm2VyL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VD6b34lJUBwZdwPm2VyL,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:38.424871Z
17,2.5,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,46,FEA NJ,0,7,1201,0,4,25,0,0,2,1,0,0,0,15,0,0,1,2,0,0,0,0,17,25,0,2022-02-08,FMT,,FEA NJ,VEFa75S1UPO8OSx3qUGa,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VEFa75S1UPO8OSx3qUGa,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,INVERTER,VESSEL,0.6666666666666666,0,2,FEID,0,2,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2021-10-19,FMT,,FEID,VGlwKG65qTHt47MOnUxO,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VGlwKG65qTHt47MOnUxO,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.6666666666666667,0,6,FEF,1,2,34,0.03333333333333333,5,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2021-03-22,FMT,,FEF,VGmmhj4SjjGd0DcouxPg,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VGmmhj4SjjGd0DcouxPg,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
0,0.2,VESSEL,INVERTER,VESSEL,7.666666666666667,0,25,FEID,0,25,108,0,23,2,0,0,0,0,0,0,0,0,6,0,16,0,0,0,1,0,0,2,0,2023-04-19,FMT,,FEID,VHCUDmkC8xVpinZKJ3Tw,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VHCUDmkC8xVpinZKJ3Tw,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,1,FEA NJ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2021-06-29,FMT,,FEA NJ,VHyrnmTlPsqvwX6PL8nB,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VHyrnmTlPsqvwX6PL8nB,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,6,FEI,6,3,116,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2024-03-28,FMT,,FEI,VKUtenYNd0mxjFLIoIs4,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VKUtenYNd0mxjFLIoIs4,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,4,FEI,0,3,157,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2021-08-25,FMT,,FEI,VM5O20wV4ig6egDoY4Qs,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VM5O20wV4ig6egDoY4Qs,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,4,FEK,2,2,204,0.06666666666666667,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2022-02-09,FMT,,FEK,VMIH1TxePkZYLY0BORGX,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VMIH1TxePkZYLY0BORGX,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:38.424871Z
8,5.8,VESSEL,INVERTER,VESSEL,8,0,90,FAP,0,31,298,0,24,58,0,2,0,9,0,0,6,0,1,0,3,9,0,0,2,0,8,58,0,2023-03-30,FMT,,FAP,VOJKorMO2qrvQEc4h6Jh,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VOJKorMO2qrvQEc4h6Jh,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:38.424871Z
23,2.9,VESSEL,INVERTER,VESSEL,1,0,55,FEI,0,5,1708,0,3,29,0,15,0,2,0,0,8,0,0,0,1,0,0,0,0,0,23,29,0,2025-07-31,FMT,,FEI,VPFalPDWRFiMMqdvIOXo,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VPFalPDWRFiMMqdvIOXo,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:38.424871Z
6,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,4.666666666666667,0,25,FEC,5,6,4373,0.16666666666666666,14,0,0,6,0,0,0,13,0,0,0,0,1,0,0,3,0,2,6,0,0,2022-07-21,FMT,,FEC,VPk8z3bYLeNBqZiS6WB6,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VPk8z3bYLeNBqZiS6WB6,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,1,FEA NJ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022-06-14,FMT,,FEA NJ,VSPZiaslvaNgw1hBgH1B,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VSPZiaslvaNgw1hBgH1B,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:38.424871Z
1,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,12,FEI,9,8,1176,0.3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7,0,2,1,0,0,2023-03-27,FMT,,FEI,VTANDs0QPrOAG8ZxXrJL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VTANDs0QPrOAG8ZxXrJL,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,3,FEI,3,2,38,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2021-02-17,FMT,,FEI,VUxmmVxM00pwalRQarWy,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VUxmmVxM00pwalRQarWy,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,4,FEI,4,2,20,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2023-07-03,FMT,,FEI,VY1RpCurrqJoeEhUQJur,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VY1RpCurrqJoeEhUQJur,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:38.424871Z
32,4.4,AIRCRAFT,INVERTER,AIRCRAFT,4.666666666666667,0,90,FEE,0,20,1197,0,14,44,0,0,17,4,0,0,0,15,1,0,3,1,0,0,5,0,32,44,0,2022-01-08,FMT,,FEE,VZCC2s8xMT7xekhAJXoH,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VZCC2s8xMT7xekhAJXoH,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:38.424871Z
17,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,18,FEA NJ,0,4,1180,0,1,0,0,0,1,0,0,0,0,16,0,0,0,1,0,0,0,0,17,0,0,2024-09-17,FMT,,FEA NJ,Va2AfKd6KbdLg26r363t,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Va2AfKd6KbdLg26r363t,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,INVERTER,VESSEL,2,0,6,FEID,0,6,31,0,6,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2024-05-28,FMT,,FEID,Va7naHLTRY9RFUUDLcZu,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Va7naHLTRY9RFUUDLcZu,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1.3333333333333333,0,4,FEA,0,3,458,0,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2024-08-29,FMT,,FEA,VaFNTN3ENlYfDUxsLUS1,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VaFNTN3ENlYfDUxsLUS1,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:38.424871Z
16,1.2,AIRCRAFT,INVERTER,AIRCRAFT,1,0,31,FEE,0,9,498,0,3,12,0,0,6,2,1,0,0,9,0,0,0,1,0,0,0,0,16,12,0,2021-09-30,FMT,,FEE,Vc1OmPbnFLhhQLQgsFhI,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Vc1OmPbnFLhhQLQgsFhI,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:38.424871Z
0,0,COURIER,INVERTER,COURIER,0.3333333333333333,0,1,FEV,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2023-11-02,FMT,,FEV,VcxXNR5LjSAJ21g1tMvE,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VcxXNR5LjSAJ21g1tMvE,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
1,0,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,2,FEA NJ,0,1,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2022-09-20,FMT,,FEA NJ,Vd9EKiHI1wCbLOj4IcmY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Vd9EKiHI1wCbLOj4IcmY,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,2,FEI,0,1,11,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2025-09-11,FMT,,FEI,Ve8AYhpvbaRBVZ0miiNF,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Ve8AYhpvbaRBVZ0miiNF,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:38.424871Z
6,0.4,VESSEL,INVERTER,VESSEL,1,0,13,FEI,0,5,610,0,3,4,0,2,0,1,0,0,4,0,0,0,1,0,0,0,1,0,6,4,0,2025-08-18,FMT,,FEI,Vh8rfx2PIHIxyOn1ZzEy,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Vh8rfx2PIHIxyOn1ZzEy,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:38.424871Z
0,0.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,2,FEA NJ,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2022-03-22,FMT,,FEA NJ,Vj3cyFPkmuMwEnkmEQub,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Vj3cyFPkmuMwEnkmEQub,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:38.424871Z
0,5.4,VESSEL,INVERTER,VESSEL,0,0,54,FEK,0,4,54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,2022-10-06,FMT,,FEK,VmviQjCUp7NdlYxDvdCz,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VmviQjCUp7NdlYxDvdCz,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
14,3.9,VESSEL,INVERTER,VESSEL,1.6666666666666667,0,58,FEA NJ,0,8,1564,0,5,39,0,0,1,1,0,0,0,13,0,0,1,1,0,0,2,0,14,39,0,2022-03-08,FMT,,FEA NJ,VoIPfzwXY3L3OXAA6cGi,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VoIPfzwXY3L3OXAA6cGi,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
0,1.7,AIRCRAFT,INVERTER,AIRCRAFT,0,0,17,FEA NJ,0,2,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2022-11-29,FMT,,FEA NJ,Vu3I3J2AcSiVNOsjFuny,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Vu3I3J2AcSiVNOsjFuny,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,1,FEV,1,1,7,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021-09-07,FMT,,FEV,VulK3rQj0LSNCghrWpoL,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VulK3rQj0LSNCghrWpoL,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:38.424871Z
0,2.8,VESSEL,INVERTER,VESSEL,0,0,28,FEA NJ,0,4,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2024-02-27,FMT,,FEA NJ,VvgNJ4nzqVKo4TbDDenK,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VvgNJ4nzqVKo4TbDDenK,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
0,0.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,2,FEA NJ AID,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2023-12-19,FMT,,FEA NJ AID,VyXyZnlTbnvZtCaXh14B,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/VyXyZnlTbnvZtCaXh14B,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,18,FEF,18,13,183,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,2023-10-24,FMT,,FEF,W03emhjV0mTZi4x87x8h,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W03emhjV0mTZi4x87x8h,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
16,0,AIRCRAFT,INVERTER,AIRCRAFT,1.6666666666666667,0,21,FETW,0,7,1829,0,5,0,3,5,0,2,0,0,8,0,1,0,1,0,0,0,1,0,16,0,0,2023-09-27,FMT,,FETW,W3mKKHmAYBwdXYetULir,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W3mKKHmAYBwdXYetULir,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,8,FEF,8,8,47,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2024-04-02,FMT,,FEF,W4Xdl5mnBKyZznD0BsOg,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W4Xdl5mnBKyZznD0BsOg,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
0,0.4,AIRCRAFT,INVERTER,AIRCRAFT,0,0,4,FEA NJ,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2023-03-22,FMT,,FEA NJ,W7wWyqjxW9NAKU10GXTs,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W7wWyqjxW9NAKU10GXTs,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:38.424871Z
0,4.8,VESSEL,INVERTER,VESSEL,7.666666666666667,51,122,FEE,0,51,2428,0,23,48,0,0,0,8,0,0,0,0,3,0,6,6,51,0,0,0,0,48,25.5,2023-05-25,FMT,,FEE,W86Eun7mSexR22rmS3lC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W86Eun7mSexR22rmS3lC,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
0,0.6,VESSEL,INVERTER,VESSEL,3.6666666666666665,0,17,FEID,0,12,103,0,11,6,0,0,0,2,0,0,0,0,1,0,7,0,0,0,1,0,0,6,0,2025-02-04,FMT,,FEID,W8MKQxkQNI96cfcCDSe9,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/W8MKQxkQNI96cfcCDSe9,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1.6666666666666667,0,5,FEC,0,1,716,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-03-03,FMT,,FEC,WAUBD6Hol1BDwMJQFfNl,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WAUBD6Hol1BDwMJQFfNl,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,1,FEA TWMC,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-02,FMT,,FEA TWMC,WAemM0MtU2qWcM321fNz,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WAemM0MtU2qWcM321fNz,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
0,0.2,VESSEL,INVERTER,VESSEL,0,0,2,FEID,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2024-02-27,FMT,,FEID,WEQRAY7BHtatM3katwHm,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WEQRAY7BHtatM3katwHm,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,INVERTER,VESSEL,4,0,12,FEID,0,12,51,0,12,0,0,0,0,0,0,0,0,0,5,0,6,1,0,0,0,0,0,0,0,2023-02-27,FMT,,FEID,WFhPlPcONnnpJ3AY0gwU,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WFhPlPcONnnpJ3AY0gwU,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:38.424871Z
0,1.2,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,13,FEI,0,4,15,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,2026-02-26,FMT,,FEI,WHYEOGjPZby8bf5IjGA2,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WHYEOGjPZby8bf5IjGA2,2026-03-12T04:49:28.727262Z,2026-03-12T04:49:28.727262Z
0,3.6,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,37,FEA NJ,0,4,38,0,1,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,2021-05-24,FMT,,FEA NJ,WMf8C3TpDtYl7y9LZV07,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WMf8C3TpDtYl7y9LZV07,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
0,6.4,VESSEL,INVERTER,VESSEL,3,12,85,FEE,0,17,906,0,9,64,0,0,0,3,0,0,0,0,1,0,2,1,12,0,2,0,0,64,6,2024-07-03,FMT,,FEE,WMr6q5DU8PQVWuL2hGoR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WMr6q5DU8PQVWuL2hGoR,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
0,0.1,VESSEL,INVERTER,VESSEL,1,0,4,FEID,0,4,17,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2025-07-30,FMT,,FEID,WPWWDMfu02mKqIXgoOkN,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WPWWDMfu02mKqIXgoOkN,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:38.424871Z
21,2.6,VESSEL,INVERTER,VESSEL,5,0,62,FEA NJ,0,21,2376,0,15,26,0,0,3,4,0,0,0,18,2,0,5,3,0,0,1,0,21,26,0,2022-12-06,FMT,,FEA NJ,WPhJVaZ35vGbI8OIEcXi,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WPhJVaZ35vGbI8OIEcXi,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:38.424871Z
9,0,VESSEL,INVERTER,VESSEL,0,0,9,FEJP,0,0.5,141,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,2023-09-12,FMT,,FEJP,WSbZV82ZKFq6xngjSOdh,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WSbZV82ZKFq6xngjSOdh,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:38.424871Z
1,0,VESSEL,INVERTER,VESSEL,1,0,4,FAP,0,3,31,0,3,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2022-04-07,FMT,,FAP,WT4sugDdcnr4BZJvXrPK,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WT4sugDdcnr4BZJvXrPK,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
10,1.8,VESSEL,INVERTER,VESSEL,1,0,31,FEI,0,12,933,0,3,18,0,9,0,1,0,0,1,0,0,0,1,0,0,0,1,0,10,18,0,2021-06-02,FMT,,FEI,WUwdb9w0SywKE4y4hmvv,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WUwdb9w0SywKE4y4hmvv,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
1,0.6,VESSEL,INVERTER,VESSEL,5.666666666666667,0,24,FEID,0,17,113,0,17,6,0,1,0,1,0,0,0,0,3,0,11,1,0,0,1,0,1,6,0,2021-06-09,FMT,,FEID,WVzolPwS2c7WlKPkJa4O,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WVzolPwS2c7WlKPkJa4O,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
24,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,25,FEA NJ,0,1,1642,0,1,0,0,0,13,0,0,0,0,11,1,0,0,0,0,0,0,0,24,0,0,2021-01-12,FMT,,FEA NJ,WW58Sq0i9SHEgs56oYNh,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WW58Sq0i9SHEgs56oYNh,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
0,0.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,2,FEA NJ,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2023-03-07,FMT,,FEA NJ,WYuz6ELNiyd9i7NC5Q8j,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WYuz6ELNiyd9i7NC5Q8j,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:38.424871Z
2,0,AIRCRAFT,INVERTER,AIRCRAFT,1,0,5,FEA TWMC,0,3,27,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,2023-11-02,FMT,,FEA TWMC,WZOX8WDYGmH4v3r2qS26,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WZOX8WDYGmH4v3r2qS26,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:38.424871Z
1,2.1,VESSEL,INVERTER,VESSEL,0,0,22,FEK,0,5,44,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,2022-09-07,FMT,,FEK,Wa6cUqc0WArxyKlWZXOa,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/Wa6cUqc0WArxyKlWZXOa,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,2,FEID,0,2,12,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2021-01-13,FMT,,FEID,WcAPykJ53m6Wda1QP9Qi,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WcAPykJ53m6Wda1QP9Qi,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:38.424871Z
0,0.7,VESSEL,INVERTER,VESSEL,0,0,7,FEK,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2022-03-08,FMT,,FEK,WeerSSsi6SafmRhimj7n,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WeerSSsi6SafmRhimj7n,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:38.424871Z
2,0,VESSEL,INVERTER,VESSEL,0,0,2,FAP,0,1,217,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2021-07-05,FMT,,FAP,WesmA0H2ontvgp1y6TtX,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WesmA0H2ontvgp1y6TtX,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:38.424871Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,2,FEA,2,1,65,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2023-01-16,FMT,,FEA,WhVSFNeICLIPrrAv6RrH,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/WhVSFNeICLIPrrAv6RrH,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:38.424871Z
