ratioStandard,ratioWarp,mode,product,transportMode,ratioBoxes,returnableTotal,totalPackages,shipment,cartonTotal,siQty,qty,ratioCarton,boxesTotal,packagingBreakdown.warpQty,packagingBreakdown.qty110x110x65,packagingBreakdown.qty110x110x115,packagingBreakdown.qty80x120x90,packagingBreakdown.qty70x100x90,packagingBreakdown.qty80x120x65,packagingBreakdown.qty53x53x58,packagingBreakdown.qty110x110x90,packagingBreakdown.qty80x120x115,packagingBreakdown.qty47x66x68,packagingBreakdown.unitQty,packagingBreakdown.qty42x46x68,packagingBreakdown.qty68x74x86,packagingBreakdown.returnableQty,packagingBreakdown.qty27x27x22,packagingBreakdown.qty57x64x84,packagingBreakdown.qty53x53x19,standardTotal,warpTotal,ratioReturnable,date,customerName,remark,consigneeName,__id,__path,__createTime,__updateTime
0,6.6,VESSEL,INVERTER,VESSEL,0,0,66,FEA NJ,0,5,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2024-04-09,FMT,,FEA NJ,70lK5JttbmwsFnQYG5f9,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/70lK5JttbmwsFnQYG5f9,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
10,4,AIRCRAFT,INVERTER,AIRCRAFT,5.666666666666667,0,67,FEE,0,21,506,0,17,40,0,0,6,6,0,0,0,4,3,0,3,4,0,0,1,0,10,40,0,2023-03-09,FMT,,FEE,70q8laHCFRH1GcFTO4nY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/70q8laHCFRH1GcFTO4nY,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
2,0.5,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,8,FEI,0,2,574,0,1,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,2026-01-29,FMT,,FEI,719zGYVpwiMRvu1v7YoG,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/719zGYVpwiMRvu1v7YoG,2026-03-06T02:45:02.235743Z,2026-03-12T04:45:18.308689Z
20,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1,0,23,FEC,0,3,12985,0,3,0,0,20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,20,0,0,2021-06-02,FMT,,FEC,71sUFHr8JD1V69ecJQDd,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/71sUFHr8JD1V69ecJQDd,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,1,FEID,0,1,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021-03-11,FMT,,FEID,71y7xh4H3Pl9LBpEEsRj,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/71y7xh4H3Pl9LBpEEsRj,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1,0,5,FEF,2,4,79,0.06666666666666667,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,2022-04-08,FMT,,FEF,726ZohTp0aNFLICjdd7r,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/726ZohTp0aNFLICjdd7r,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
0,0.1,AIRCRAFT,INVERTER,AIRCRAFT,1.3333333333333333,0,5,FEID,0,5,27,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,2021-09-28,FMT,,FEID,73exkJKzXzBmPHyfJZxH,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/73exkJKzXzBmPHyfJZxH,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,1,FEA NJ,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2024-08-19,FMT,,FEA NJ,755ahdluxecVeNwpQ5i0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/755ahdluxecVeNwpQ5i0,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:36.475222Z
4,0.4,VESSEL,INVERTER,VESSEL,5.666666666666667,0,25,FAP,0,18,228,0,17,4,2,0,0,5,0,0,2,0,1,0,5,5,0,0,1,0,4,4,0,2021-11-11,FMT,,FAP,75liag7urtUfnLl8PpRp,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/75liag7urtUfnLl8PpRp,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0.6666666666666666,0,3,FEK,1,1,250,0.03333333333333333,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2024-10-01,FMT,,FEK,769tcGc92GwSchNfmPvW,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/769tcGc92GwSchNfmPvW,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
0,0,COURIER,TEMPERATURE CONTROL,COURIER,0,0,1,FEA,1,1,52,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021-03-31,FMT,,FEA,76Utn5lQX0ku5H0L0k3Y,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/76Utn5lQX0ku5H0L0k3Y,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0.2,VESSEL,INVERTER,VESSEL,1.3333333333333333,3,9,FEE,0,8,227,0,4,2,0,0,0,1,0,0,0,0,0,0,2,0,3,0,1,0,0,2,1.5,2024-01-09,FMT,,FEE,76cKcMkhjRbezK82ELex,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/76cKcMkhjRbezK82ELex,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
0,0,COURIER,TEMPERATURE CONTROL,COURIER,0,0,4,FEA,4,3,83,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2021-03-16,FMT,,FEA,76lRboQ3U4SS3pJJYpiF,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/76lRboQ3U4SS3pJJYpiF,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
13,0,VESSEL,INVERTER,VESSEL,4.666666666666667,0,27,FEA NJ,0,13,423,0,14,0,0,0,8,7,1,0,0,4,1,0,1,2,0,0,3,0,13,0,0,2023-05-09,FMT,,FEA NJ,77Vxf1UCi58b83xiim5G,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/77Vxf1UCi58b83xiim5G,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:36.475222Z
2,9.4,VESSEL,INVERTER,VESSEL,0.6666666666666666,0,98,FEA NJ,0,9,256,0,2,94,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,94,0,2021-07-06,FMT,,FEA NJ,77eIA4243H5acmf7gTYY,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/77eIA4243H5acmf7gTYY,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:36.475222Z
0,0.1,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,2,FEE,0,1,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2025-01-22,FMT,,FEE,785ObIeY4x72oplKjkhE,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/785ObIeY4x72oplKjkhE,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:36.475222Z
9,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,10,FEA NJ,0,1,1204,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,9,0,0,2025-10-07,FMT,,FEA NJ,78JXEasgBazBPBHMXDfR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/78JXEasgBazBPBHMXDfR,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
1,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,2,FEI,0,2,117,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2021-08-18,FMT,,FEI,79oYouIhnzXVqLFgpUBP,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/79oYouIhnzXVqLFgpUBP,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0.3,AIRCRAFT,INVERTER,AIRCRAFT,0,0,3,FEK,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2025-09-05,FMT,,FEK,7BekCFjraW7c5RkdLXVA,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7BekCFjraW7c5RkdLXVA,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:36.475222Z
0,0.4,VESSEL,INVERTER,VESSEL,2.3333333333333335,77,88,FEE,0,22,4089,0,7,4,0,0,0,2,0,0,0,0,0,0,2,3,77,0,0,0,0,4,38.5,2025-06-18,FMT,,FEE,7Bg9iXXiJD4uhDAfnbYl,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Bg9iXXiJD4uhDAfnbYl,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:36.475222Z
9,0.2,VESSEL,INVERTER,VESSEL,1.3333333333333333,0,15,FEA NJ,0,5,262,0,4,2,0,0,1,2,0,0,0,8,0,0,1,0,0,0,1,0,9,2,0,2024-09-11,FMT,,FEA NJ,7BmDcYw9M9HQEZ9KAXvP,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7BmDcYw9M9HQEZ9KAXvP,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:36.475222Z
0,0.7,AIRCRAFT,INVERTER,AIRCRAFT,0,0,7,FEA NJ,0,1,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2023-02-07,FMT,,FEA NJ,7DvhQU3SRCl1MYZxU7O0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7DvhQU3SRCl1MYZxU7O0,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.6666666666666667,0,11,FEF,6,7,408,0.2,5,0,0,0,0,0,0,1,0,0,1,0,3,0,0,3,0,3,0,0,0,2022-06-06,FMT,,FEF,7G0cTDxFtq6SpBQ13m7J,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7G0cTDxFtq6SpBQ13m7J,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
0,1.2,AIRCRAFT,INVERTER,AIRCRAFT,0,0,12,FEA NJ AID,0,3,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2023-06-20,FMT,,FEA NJ AID,7GmTQdKe26mU8tQGGcKu,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7GmTQdKe26mU8tQGGcKu,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:36.475222Z
11,0.1,VESSEL,INVERTER,VESSEL,4,0,24,FEE,0,18,598,0,12,1,0,0,5,2,1,0,0,5,1,0,1,4,0,0,4,0,11,1,0,2021-09-29,FMT,,FEE,7Hflhtp5h9RDzx7VVmV9,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Hflhtp5h9RDzx7VVmV9,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:36.475222Z
20,6.8,AIRCRAFT,INVERTER,AIRCRAFT,6,0,106,FEE,0,38,441,0,18,68,0,0,18,8,0,0,0,2,2,0,1,5,0,0,2,0,20,68,0,2024-01-05,FMT,,FEE,7HxPqN2DmPb4i9AAoTql,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7HxPqN2DmPb4i9AAoTql,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,4,FEF,4,2,81,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2023-04-24,FMT,,FEF,7ImNBtId3Hx3aqxOXUX4,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7ImNBtId3Hx3aqxOXUX4,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:36.475222Z
56,15.6,VESSEL,INVERTER,VESSEL,8,19,255,FEE,0,34,1728,0,24,156,0,0,7,12,0,0,0,49,1,0,8,1,19,0,2,0,56,156,9.5,2024-08-02,FMT,,FEE,7Iy5V6TQDh8oq9Cd4vPR,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Iy5V6TQDh8oq9Cd4vPR,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
4,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,8.666666666666666,0,37,FEI,7,13,5947,0.23333333333333334,26,0,0,4,0,0,0,24,0,0,0,0,2,0,0,4,0,3,4,0,0,2023-09-07,FMT,,FEI,7JbPwa2Syb97TSCvGaEB,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7JbPwa2Syb97TSCvGaEB,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
37,7.8,VESSEL,INVERTER,VESSEL,9.333333333333334,0,143,FEI,0,51,841,0,28,78,0,19,0,7,0,0,18,0,6,0,7,7,0,0,1,0,37,78,0,2023-07-03,FMT,,FEI,7LghJ3H6PGfIVbrVF7li,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7LghJ3H6PGfIVbrVF7li,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.3333333333333333,0,4,FEF,0,3,73,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2021-03-15,FMT,,FEF,7LpupyUuYayMz5vl3UT6,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7LpupyUuYayMz5vl3UT6,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,2,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,21,FEA NJ AID,0,2,21,0,1,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2023-04-04,FMT,,FEA NJ AID,7Lw7YHZjSaWsxHMuIx6p,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Lw7YHZjSaWsxHMuIx6p,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:36.475222Z
0,12.5,VESSEL,INVERTER,VESSEL,0,0,125,FEA TWMC,0,7,125,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,2022-11-08,FMT,,FEA TWMC,7M38ZoB4QJJztEIAujm2,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7M38ZoB4QJJztEIAujm2,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
2,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,4,FAP,0,2,137,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,2021-12-08,FMT,,FAP,7NcTsk7TePeagL4HOuPx,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7NcTsk7TePeagL4HOuPx,2026-03-06T02:44:28.304385Z,2026-03-06T09:16:36.475222Z
2,0,VESSEL,INVERTER,VESSEL,0,0,2,FEA NJ AID,0,1,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2023-08-09,FMT,,FEA NJ AID,7Ns6a0kiM8pQMhDLHZcC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Ns6a0kiM8pQMhDLHZcC,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:36.475222Z
0,1,VESSEL,INVERTER,VESSEL,0,0,10,FEK,0,2,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2021-07-08,FMT,,FEK,7OToyVaIGMh3XaaboYLZ,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7OToyVaIGMh3XaaboYLZ,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,1,FEF,1,1,23,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021-07-27,FMT,,FEF,7OsDBQsCHChwKrfERKIM,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7OsDBQsCHChwKrfERKIM,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:36.475222Z
3,1.2,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,16,FETW,0,5,379,0,1,12,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,12,0,2024-10-24,FMT,,FETW,7PMUdW8rzsQ8Lh6ofsAv,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7PMUdW8rzsQ8Lh6ofsAv,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,1.3333333333333333,0,6,FEA,2,3,595,0.06666666666666667,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,2021-03-17,FMT,,FEA,7PUt7TZrKq38t4ic8IBo,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7PUt7TZrKq38t4ic8IBo,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:36.475222Z
13,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,14,FEI,0,2,1297,0,1,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,2024-10-15,FMT,,FEI,7Q2U8kZMe3479oHuFlRh,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Q2U8kZMe3479oHuFlRh,2026-03-06T02:44:44.544187Z,2026-03-06T09:16:36.475222Z
0,2.3,VESSEL,INVERTER,VESSEL,3.3333333333333335,0,33,FAP,0,20,244,0,10,23,0,0,0,0,0,0,0,0,1,0,1,3,0,0,5,0,0,23,0,2023-11-30,FMT,,FAP,7Qt4Te5yLF2KYB8jNNk4,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Qt4Te5yLF2KYB8jNNk4,2026-03-06T02:45:00.788854Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,2,FEA TWMC,0,2,14,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2022-05-17,FMT,,FEA TWMC,7SEcrVGTVe6evHntZxgU,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7SEcrVGTVe6evHntZxgU,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:36.475222Z
0,0.2,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,3,FEA TWMC,0,1,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2021-01-26,FMT,,FEA TWMC,7SbiM0JfOI5Lt2pefUHT,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7SbiM0JfOI5Lt2pefUHT,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:36.475222Z
9,5,VESSEL,INVERTER,VESSEL,6,0,77,FAP,0,34,860,0,18,50,1,2,0,4,0,0,6,0,3,0,3,3,0,0,5,0,9,50,0,2022-09-22,FMT,,FAP,7V3rE557Y37DJHvjpBoq,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7V3rE557Y37DJHvjpBoq,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:36.475222Z
5,4.2,VESSEL,INVERTER,VESSEL,5,0,62,FAP,0,29,516,0,15,42,0,1,0,8,0,0,4,0,0,0,2,4,0,0,1,0,5,42,0,2023-02-02,FMT,,FAP,7XCEMAUUz2p1VR9ZLgAD,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7XCEMAUUz2p1VR9ZLgAD,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
0,0.2,VESSEL,INVERTER,VESSEL,3,0,11,FEID,0,11,75,0,9,2,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,2,0,2025-01-08,FMT,,FEID,7XDyywCvAyfpMZ6I9apU,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7XDyywCvAyfpMZ6I9apU,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
1,0.3,VESSEL,INVERTER,VESSEL,6.333333333333333,0,23,FEID,0,20,175,0,19,3,0,0,0,0,0,0,1,0,4,0,6,2,0,0,7,0,1,3,0,2026-03-05,FMT,,FEID,7Y86IvBVtnLkr1pZvZsA,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7Y86IvBVtnLkr1pZvZsA,2026-03-13T01:32:43.282977Z,2026-03-13T01:32:43.282977Z
16,0,VESSEL,INVERTER,VESSEL,1,0,19,FEA NJ,0,5,2051,0,3,0,0,0,1,0,0,0,0,15,2,0,1,0,0,0,0,0,16,0,0,2024-04-17,FMT,,FEA NJ,7a80PT0uPs1ahcRcq4me,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7a80PT0uPs1ahcRcq4me,2026-03-06T02:44:48.328492Z,2026-03-06T09:16:36.475222Z
4,0.8,VESSEL,INVERTER,VESSEL,6.666666666666667,0,32,FAP,0,22,142,0,20,8,0,1,0,8,0,0,3,0,2,0,2,7,0,0,1,0,4,8,0,2024-02-16,FMT,,FAP,7aK8j66KyeF4amBXW2zr,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7aK8j66KyeF4amBXW2zr,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:36.475222Z
0,0,COURIER,TEMPERATURE CONTROL,COURIER,1.3333333333333333,0,6,FEA,2,3,483,0.06666666666666667,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,2022-01-31,FMT,,FEA,7b8gZIAwNiINLBpbTscH,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7b8gZIAwNiINLBpbTscH,2026-03-06T02:45:02.235743Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0,0,5,FEI,5,3,104,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2023-03-14,FMT,,FEI,7dNTjYwP635ACHz5Jxby,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7dNTjYwP635ACHz5Jxby,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:36.475222Z
9,0,AIRCRAFT,INVERTER,AIRCRAFT,4.666666666666667,0,23,FEI,0,16,582,0,14,0,0,3,0,2,0,0,6,0,2,0,8,1,0,0,1,0,9,0,0,2021-12-17,FMT,,FEI,7eZK6ItCasrhJBSdYmi7,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7eZK6ItCasrhJBSdYmi7,2026-03-06T02:44:32.424350Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,1.6666666666666667,0,9,FEI,4,5,514,0.13333333333333333,5,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,2,0,0,0,2021-06-04,FMT,,FEI,7eZvuBjsmJQc2IwsCyAC,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7eZvuBjsmJQc2IwsCyAC,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,TEMPERATURE CONTROL,VESSEL,0,0,2,FETW,2,1,19,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022-05-19,FMT,,FETW,7fnwbokrnz7HQfQe63AS,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7fnwbokrnz7HQfQe63AS,2026-03-06T02:44:51.240429Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,INVERTER,VESSEL,5.666666666666667,0,17,FEID,0,17,251,0,17,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,4,0,0,0,0,2021-03-23,FMT,,FEID,7fukqsKAMVeDAakMMrV0,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7fukqsKAMVeDAakMMrV0,2026-03-06T02:44:23.365298Z,2026-03-06T09:16:36.475222Z
0,0,VESSEL,INVERTER,VESSEL,2.3333333333333335,0,7,FEID,0,7,101,0,7,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,2022-02-23,FMT,,FEID,7gCIKuHa4xiSfGeFh2bv,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7gCIKuHa4xiSfGeFh2bv,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,TEMPERATURE CONTROL,AIRCRAFT,0.3333333333333333,0,9,FEI,8,5,305,0.26666666666666666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,2021-02-17,FMT,,FEI,7gZM5B6FyOzHidCSAmtg,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7gZM5B6FyOzHidCSAmtg,2026-03-06T02:44:18.832963Z,2026-03-06T09:16:36.475222Z
3,0,VESSEL,INVERTER,VESSEL,0.3333333333333333,0,4,FEI,0,1,69,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2025-04-24,FMT,,FEI,7iY01mNSppCDI07qMmcN,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7iY01mNSppCDI07qMmcN,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:36.475222Z
1,0.3,VESSEL,INVERTER,VESSEL,4.666666666666667,0,18,FEID,0,15,165,0,14,3,1,0,0,1,0,0,0,0,4,0,8,0,0,0,1,0,1,3,0,2024-10-08,FMT,,FEID,7jrqP8Vm1IG9sperLcqP,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7jrqP8Vm1IG9sperLcqP,2026-03-06T02:44:38.646577Z,2026-03-06T09:16:36.475222Z
2,0.2,AIRCRAFT,INVERTER,AIRCRAFT,0.3333333333333333,0,5,FEA NJ,0,2,43,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,2023-07-04,FMT,,FEA NJ,7lHGTaxvVzOGqvm3k3hD,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7lHGTaxvVzOGqvm3k3hD,2026-03-06T02:44:35.130684Z,2026-03-06T09:16:36.475222Z
0,0,AIRCRAFT,INVERTER,AIRCRAFT,0.6666666666666666,0,2,FAP,0,2,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022-05-13,FMT,,FAP,7mSPAIm8jJBjlYDNh8ln,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7mSPAIm8jJBjlYDNh8ln,2026-03-06T02:44:41.429278Z,2026-03-06T09:16:36.475222Z
1,0,VESSEL,INVERTER,VESSEL,0,0,1,FEI,0,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2025-07-24,FMT,,FEI,7o4rSbHop2nBM19QJJof,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7o4rSbHop2nBM19QJJof,2026-03-06T02:44:59.190364Z,2026-03-06T09:16:36.475222Z
7,1.2,VESSEL,INVERTER,VESSEL,2.6666666666666665,0,27,FEA NJ,0,14,468,0,8,12,0,0,5,3,0,0,0,2,1,0,3,0,0,0,1,0,7,12,0,2023-02-28,FMT,,FEA NJ,7oirpnv8b9hiVtl4RqUU,projects/bpi-aeropath/databases/(default)/documents/packaging_reports/7oirpnv8b9hiVtl4RqUU,2026-03-06T02:44:55.432269Z,2026-03-06T09:16:36.475222Z
