gw,sideBoxWeight,height,updatedAt,length,productType,cbm,name,stackingLimit,lastUpdated,width,sku,nw,packingRules.boxes.47x66x68.perLayer,packingRules.boxes.47x66x68.layers,packingRules.boxes.47x66x68.totalQty,packingRules.boxes.57x64x84.layers,packingRules.boxes.57x64x84.perLayer,packingRules.boxes.57x64x84.totalQty,packingRules.boxes.70x100x90.perLayer,packingRules.boxes.70x100x90.layers,packingRules.boxes.70x100x90.totalQty,packingRules.boxes.68x74x86.layers,packingRules.boxes.68x74x86.perLayer,packingRules.boxes.68x74x86.totalQty,packingRules.rtn.totalQty,packingRules.rtn.perLayer,packingRules.rtn.layers,packingRules.pallets.80x120x115.layers,packingRules.pallets.80x120x115.perLayer,packingRules.pallets.80x120x115.totalQty,packingRules.pallets.80x120x90.perLayer,packingRules.pallets.80x120x90.layers,packingRules.pallets.80x120x90.totalQty,packingRules.pallets.110x110x90.totalQty,packingRules.pallets.110x110x90.perLayer,packingRules.pallets.110x110x90.layers,packingRules.pallets.110x110x115.totalQty,packingRules.pallets.110x110x115.layers,packingRules.pallets.110x110x115.perLayer,packingRules.warp,category,__id,__path,__createTime,__updateTime,packingRules.boxes.42x46x68.totalQty,packingRules.boxes.42x46x68.perLayer,packingRules.boxes.42x46x68.layers,packingRules.pallets.80x120x65.totalQty,packingRules.pallets.80x120x65.perLayer,packingRules.pallets.80x120x65.layers,packingRules.pallets.110x110x65.layers,packingRules.pallets.110x110x65.perLayer,packingRules.pallets.110x110x65.totalQty,unit
79,-,53,2026-02-03T15:16:40.743Z,125,Carton Case,0.311,Inverter-FRN075F1S-2U,0,2026-02-03,47,FRN075F1S-2U,69,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075F1S-2U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075F1S-2U,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
49,45,53,2026-02-03T15:16:40.743Z,80,Carton Case,0.208,Inverter-FRN075F1S-4DY,0,2026-02-03,49,FRN075F1S-4DY,45,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075F1S-4DY,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075F1S-4DY,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
49,46,53,2026-02-03T15:16:40.743Z,80,Carton Case,0.208,Inverter-FRN075F1S-4U,0,2026-02-03,49,FRN075F1S-4U,46,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075F1S-4U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075F1S-4U,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
57,53,53,2026-02-03T15:16:40.743Z,96,Carton Case,0.259,Inverter-FRN075G1S-2U,0,2026-02-03,51,FRN075G1S-2U,53,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075G1S-2U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075G1S-2U,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
41,43.5,53,2026-02-03T15:16:40.743Z,80,Carton Case,0.208,Inverter-FRN075G1S-4AD,0,2026-02-03,49,FRN075G1S-4AD,36,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075G1S-4AD,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075G1S-4AD,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
45,41,53,2026-02-03T15:16:40.743Z,80,Carton Case,0.208,Inverter-FRN075G1S-4U,3,2026-02-03,49,FRN075G1S-4U,41,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075G1S-4U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075G1S-4U,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
44,,51,2026-02-03T15:16:40.743Z,80,Carton Case,0.2,Inverter-FRN075G1S-4U P,0,2026-02-03,49,FRN075G1S-4U P,38,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN075G1S-4U P,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN075G1S-4U P,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
274,,62,2026-02-03T15:16:40.743Z,185,Carton Case,1.021,Inverter-FRN0840G2E-4GAP,0,2026-02-03,89,FRN0840G2E-4GAP,223,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN0840G2E-4GAP,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0840G2E-4GAP,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
284,,62,2026-02-03T15:16:40.743Z,185,Carton Case,1.021,Inverter-FRN0840G2S-4G,2,2026-02-03,89,FRN0840G2S-4G,223,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN0840G2S-4G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0840G2S-4G,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
376,,83,2026-02-03T15:16:49.548Z,219,Carton Case,1.745,Inverter-FRN0840G2W-4GU,0,2026-02-03,96,FRN0840G2W-4GU,222,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN0840G2W-4GU,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0840G2W-4GU,2026-02-03T15:16:50.753789Z,2026-02-03T15:16:50.753789Z,,,,,,,,,,
353,,62,2026-02-03T15:16:40.743Z,186,Carton Case,1.269,Inverter-FRN0960G2E-4G,1,2026-02-03,110,FRN0960G2E-4G,293,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN0960G2E-4G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0960G2E-4G,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
353,,62,2026-02-03T15:16:40.743Z,186,Carton Case,1.269,Inverter-FRN0960G2S-4G,2,2026-02-03,110,FRN0960G2S-4G,293,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN0960G2S-4G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0960G2S-4G,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
0,11,0,2026-02-03T15:16:40.743Z,0,Carton,0,Inverter-FRN1.5AQ1L-4A,0,2026-02-03,0,FRN1.5AQ1L-4A,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5AQ1L-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AQ1L-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.701,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AQ1L-4E,3,2026-02-03,23.5,FRN1.5AQ1L-4E,9.701,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AQ1L-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AQ1L-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.756,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AQ1M-4A,0,2026-02-03,23.5,FRN1.5AQ1M-4A,9.756,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AQ1M-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AQ1M-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.635,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AQ1M-4E,3,2026-02-03,23.5,FRN1.5AQ1M-4E,9.635,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AQ1M-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AQ1M-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
10.745,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AR1L-2J,0,2026-02-03,23.5,FRN1.5AR1L-2J,10.745,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AR1L-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AR1L-2J,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.753,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AR1L-4A,3,2026-02-03,23.5,FRN1.5AR1L-4A,9.753,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AR1L-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AR1L-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.708,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AR1L-4E,3,2026-02-03,23.5,FRN1.5AR1L-4E,9.708,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AR1L-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AR1L-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.772,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AR1M-4A,3,2026-02-03,23.5,FRN1.5AR1M-4A,9.772,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AR1M-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AR1M-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
9.735,11,34.5,2026-02-03T15:16:40.743Z,55,Carton,0.045,Inverter-FRN1.5AR1M-4E,3,2026-02-03,23.5,FRN1.5AR1M-4E,9.735,0,0,2,0,0,3,0,0,8,0,0,6,16,0,0,,,,0,0,14,16,0,0,,,,False,Inverters,FRN1.5AR1M-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5AR1M-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
1.863,,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5C2S-2J,7,2026-03-20,14.5,FRN1.5C2S-2J,1.863,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5C2S-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5C2S-2J,2026-02-03T15:16:43.433279Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.896,,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5C2S-4J,7,2026-03-20,14.5,FRN1.5C2S-4J,1.896,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5C2S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5C2S-4J,2026-02-03T15:16:43.433279Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.95,,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5C2S-7J,7,2026-03-20,14.5,FRN1.5C2S-7J,1.95,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5C2S-7J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5C2S-7J,2026-02-03T15:16:43.433279Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
3.7,3.6,27.5,2026-02-03T15:16:40.743Z,22,Carton,0.01,Inverter-FRN1.5E1E-4A,0,2026-02-03,16.5,FRN1.5E1E-4A,3.7,0,0,6,0,0,18,0,0,36,0,0,26,72,0,0,0,0,72,0,0,48,58,0,0,87,0,0,False,Inverters,FRN1.5E1E-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1E-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
3.7,3.6,27.5,2026-02-03T15:16:40.743Z,22,Carton,0.01,Inverter-FRN1.5E1E-4E,0,2026-02-03,16.5,FRN1.5E1E-4E,3.7,0,0,6,0,0,18,0,0,36,0,0,26,72,0,0,0,0,72,0,0,48,58,0,0,87,0,0,False,Inverters,FRN1.5E1E-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1E-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
3.67,3.6,27.5,2026-02-03T15:16:40.743Z,22,Carton,0.01,Inverter-FRN1.5E1E-4PD,0,2026-02-03,16.5,FRN1.5E1E-4PD,3.67,0,0,6,0,0,18,0,0,36,0,0,26,72,0,0,0,0,72,0,0,48,58,0,0,87,0,0,False,Inverters,FRN1.5E1E-4PD,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1E-4PD,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
3.62,3.6,27.5,2026-02-03T15:16:40.743Z,22,Carton,0.01,Inverter-FRN1.5E1E-7A,0,2026-02-03,16.5,FRN1.5E1E-7A,3.62,0,0,6,0,0,18,0,0,36,0,0,26,72,0,0,0,0,72,0,0,48,58,0,0,87,0,0,False,Inverters,FRN1.5E1E-7A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1E-7A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
3.63,3.6,27.5,2026-02-03T15:16:40.743Z,22,Carton,0.01,Inverter-FRN1.5E1E-7E,0,2026-02-03,16.5,FRN1.5E1E-7E,3.63,0,0,6,0,0,18,0,0,36,0,0,26,72,0,0,0,0,72,0,0,48,58,0,0,87,0,0,False,Inverters,FRN1.5E1E-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1E-7E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.12,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-2A,7,2026-03-20,14.5,FRN1.5E1S-2A,2.12,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-2A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-2A,2026-02-03T15:16:43.433279Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.11,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-2BM1,7,2026-03-20,14.5,FRN1.5E1S-2BM1,2.11,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-2BM1,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-2BM1,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.13,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-4A,7,2026-03-20,14.5,FRN1.5E1S-4A,2.13,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-4A,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.13,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-4BM1,7,2026-03-20,14.5,FRN1.5E1S-4BM1,2.13,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-4BM1,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-4BM1,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.14,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-4E,7,2026-03-20,14.5,FRN1.5E1S-4E,2.14,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-4E,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.13,2,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E1S-4JSF1E,7,2026-03-20,14.5,FRN1.5E1S-4JSF1E,2.13,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-4JSF1E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-4JSF1E,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0,2,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5E1S-4LM,0,2026-02-03,0,FRN1.5E1S-4LM,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN1.5E1S-4LM,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-4LM,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
2.25,2,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN1.5E1S-7A,7,2026-03-20,14.5,FRN1.5E1S-7A,2.25,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-7A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-7A,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.25,2,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN1.5E1S-7E,7,2026-03-20,14.5,FRN1.5E1S-7E,2.25,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-7E,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.23,2,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN1.5E1S-7JSF1E,7,2026-03-20,14.5,FRN1.5E1S-7JSF1E,2.23,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E1S-7JSF1E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E1S-7JSF1E,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.775,,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E2S-2J,7,2026-03-20,14.5,FRN1.5E2S-2J,1.775,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E2S-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E2S-2J,2026-02-03T15:16:50.753789Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.78,,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN1.5E2S-4J,7,2026-03-20,14.5,FRN1.5E2S-4J,1.78,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN1.5E2S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5E2S-4J,2026-02-03T15:16:48.477271Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0,4,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5F1S-2J,0,2026-02-03,0,FRN1.5F1S-2J,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5F1S-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5F1S-2J,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
3.99,4,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5F1S-4A,0,2026-02-03,21.5,FRN1.5F1S-4A,3.99,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5F1S-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5F1S-4A,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
4.02,4,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5F1S-4E,0,2026-02-03,21.5,FRN1.5F1S-4E,4.02,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5F1S-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5F1S-4E,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
0,4,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5F1S-4J,0,2026-02-03,0,FRN1.5F1S-4J,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5F1S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5F1S-4J,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
3.512,3.5,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5G1E-4A,0,2026-02-03,21.5,FRN1.5G1E-4A,3.512,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G1E-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1E-4A,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
3.468,3.5,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5G1E-4E,0,2026-02-03,21.5,FRN1.5G1E-4E,3.468,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G1E-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1E-4E,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
0,0,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5G1E-4EAQ,0,2026-02-03,0,FRN1.5G1E-4EAQ,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5G1E-4EAQ,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1E-4EAQ,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
3.32,3.6,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5G1S-2A,0,2026-02-03,21.5,FRN1.5G1S-2A,3.32,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G1S-2A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1S-2A,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
0,3.6,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5G1S-2T,0,2026-02-03,0,FRN1.5G1S-2T,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5G1S-2T,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1S-2T,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
3.36,3.4,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5G1S-4A,7,2026-02-03,21.5,FRN1.5G1S-4A,3.36,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G1S-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1S-4A,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
0,3.4,0,2026-02-03T15:16:45.374Z,0,Carton,0,Inverter-FRN1.5G1S-4T,0,2026-02-03,0,FRN1.5G1S-4T,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN1.5G1S-4T,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G1S-4T,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,,,,,,,,,,
3.084,,23,2026-02-03T15:16:45.374Z,32,Carton,0.016,Inverter-FRN1.5G2S-2J,5,2026-02-03,21.5,FRN1.5G2S-2J,3.084,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G2S-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G2S-2J,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
3.108,,23,2026-02-03T15:16:45.374Z,32,Carton Case,0.016,Inverter-FRN1.5G2S-4J,6,2026-02-03,21.5,FRN1.5G2S-4J,3.108,0,0,6,0,0,12,0,0,27,0,0,18,60,0,0,0,0,48,0,0,36,48,0,0,64,0,0,False,Inverters,FRN1.5G2S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1.5G2S-4J,2026-02-03T15:16:48.477271Z,2026-02-03T15:16:48.477271Z,4,0,0,,,,0,0,32,
909,852,87,2026-02-03T15:16:40.743Z,230,Wooden Case,2.541,Inverter-FRN1000G1S-4U,0,2026-02-03,127,FRN1000G1S-4U,548,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,True,Inverters,FRN1000G1S-4U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN1000G1S-4U,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
