gw,sideBoxWeight,height,updatedAt,length,productType,cbm,name,stackingLimit,lastUpdated,width,sku,nw,packingRules.boxes.47x66x68.perLayer,packingRules.boxes.47x66x68.layers,packingRules.boxes.47x66x68.totalQty,packingRules.boxes.57x64x84.layers,packingRules.boxes.57x64x84.perLayer,packingRules.boxes.57x64x84.totalQty,packingRules.boxes.70x100x90.perLayer,packingRules.boxes.70x100x90.layers,packingRules.boxes.70x100x90.totalQty,packingRules.boxes.68x74x86.layers,packingRules.boxes.68x74x86.perLayer,packingRules.boxes.68x74x86.totalQty,packingRules.rtn.totalQty,packingRules.rtn.perLayer,packingRules.rtn.layers,packingRules.pallets.80x120x115.layers,packingRules.pallets.80x120x115.perLayer,packingRules.pallets.80x120x115.totalQty,packingRules.pallets.80x120x90.perLayer,packingRules.pallets.80x120x90.layers,packingRules.pallets.80x120x90.totalQty,packingRules.pallets.110x110x90.totalQty,packingRules.pallets.110x110x90.perLayer,packingRules.pallets.110x110x90.layers,packingRules.pallets.110x110x115.totalQty,packingRules.pallets.110x110x115.layers,packingRules.pallets.110x110x115.perLayer,packingRules.warp,category,__id,__path,__createTime,__updateTime,packingRules.boxes.42x46x68.totalQty,packingRules.boxes.42x46x68.perLayer,packingRules.boxes.42x46x68.layers,packingRules.pallets.80x120x65.totalQty,packingRules.pallets.80x120x65.perLayer,packingRules.pallets.80x120x65.layers,packingRules.pallets.110x110x65.layers,packingRules.pallets.110x110x65.perLayer,packingRules.pallets.110x110x65.totalQty,unit
0,4,0,2026-02-03T15:16:40.743Z,0,Carton,0,Inverter-FRN0.75F1S-4J,0,2026-02-03,0,FRN0.75F1S-4J,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN0.75F1S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75F1S-4J,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
2.755,2.8,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1E-4A,0,2026-02-03,17,FRN0.75G1E-4A,2.755,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1E-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1E-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.75,2.8,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1E-4E,0,2026-02-03,17,FRN0.75G1E-4E,2.75,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1E-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1E-4E,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
0,0,0,2026-02-03T15:16:40.743Z,0,Carton,0,Inverter-FRN0.75G1E-4EAQ,0,2026-02-03,0,FRN0.75G1E-4EAQ,0,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,False,Inverters,FRN0.75G1E-4EAQ,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1E-4EAQ,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,,,,,,,,,,
2.67,2.7,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1S-2A,0,2026-02-03,17,FRN0.75G1S-2A,2.67,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1S-2A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1S-2A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.72,2.7,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1S-2T,0,2026-02-03,17,FRN0.75G1S-2T,2.72,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1S-2T,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1S-2T,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.7,2.7,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1S-4A,0,2026-02-03,17,FRN0.75G1S-4A,2.7,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1S-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1S-4A,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.75,2.7,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G1S-4T,0,2026-02-03,17,FRN0.75G1S-4T,2.75,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G1S-4T,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G1S-4T,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.315,,22,2026-02-03T15:16:40.743Z,31,Carton,0.012,Inverter-FRN0.75G2S-2J,8,2026-02-03,17,FRN0.75G2S-2J,2.315,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G2S-2J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G2S-2J,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
2.376,,22,2026-02-03T15:16:40.743Z,31,Carton Case,0.012,Inverter-FRN0.75G2S-4J,0,2026-02-03,17,FRN0.75G2S-4J,2.376,0,0,8,0,0,18,0,0,30,0,0,24,60,0,0,0,0,68,0,0,51,54,0,0,72,0,0,False,Inverters,FRN0.75G2S-4J,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0.75G2S-4J,2026-02-03T15:16:43.433279Z,2026-02-03T15:16:43.433279Z,4,0,0,,,,,,,
0.94,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2E-7E,0,2026-02-03,11,FRN0001C2E-7E,0.94,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2E-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2E-7E,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.681,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-2A,9,2026-02-03,11,FRN0001C2S-2A,0.681,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-2A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-2A,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.715,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-2U,0,2026-02-03,11,FRN0001C2S-2U,0.715,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-2U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-2U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.785,0.6,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-6U,0,2026-02-03,11,FRN0001C2S-6U,0.785,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-6U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-6U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.732,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-7A,0,2026-02-03,11,FRN0001C2S-7A,0.732,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-7A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-7A,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.75,0,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-7E,0,2026-02-03,11,FRN0001C2S-7E,0.75,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-7E,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.752,0.9,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001C2S-7U,0,2026-02-03,11,FRN0001C2S-7U,0.752,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001C2S-7U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001C2S-7U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.07,,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0001E2E-2GA,0,2026-02-03,11,FRN0001E2E-2GA,1.07,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0001E2E-2GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2E-2GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
0.95,0,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0001E2E-7GA,0,2026-02-03,11,FRN0001E2E-7GA,0.95,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0001E2E-7GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2E-7GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
0.72,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E2S-2GA,0,2026-02-03,11,FRN0001E2S-2GA,0.72,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E2S-2GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2S-2GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.712,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E2S-2GB,9,2026-02-03,11,FRN0001E2S-2GB,0.712,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E2S-2GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2S-2GB,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.707,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E2S-7GA,0,2026-02-03,11,FRN0001E2S-7GA,0.707,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E2S-7GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2S-7GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.738,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E2S-7GB,0,2026-02-03,11,FRN0001E2S-7GB,0.738,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E2S-7GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E2S-7GB,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.82,,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0001E3E-7G,0,2026-02-03,10,FRN0001E3E-7G,0.82,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0001E3E-7G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E3E-7G,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
0.685,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E3S-2G,0,2026-02-03,10,FRN0001E3S-2G,0.685,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E3S-2G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E3S-2G,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.69,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0001E3S-7G,0,2026-02-03,10,FRN0001E3S-7G,0.69,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0001E3S-7G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0001E3S-7G,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.793,1.9,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN0002C2E-4E,7,2026-03-20,14.5,FRN0002C2E-4E,1.793,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002C2E-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2E-4E,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0.893,0.5,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2E-7E,0,2026-02-03,11,FRN0002C2E-7E,0.893,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2E-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2E-7E,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.683,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-2A,9,2026-02-03,11,FRN0002C2S-2A,0.683,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-2A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-2A,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.702,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-2U,0,2026-02-03,11,FRN0002C2S-2U,0.702,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-2U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-2U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.362,1.5,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002C2S-4A,7,2026-03-20,14.5,FRN0002C2S-4A,1.362,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002C2S-4A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-4A,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.357,1.5,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002C2S-4A A,7,2026-03-20,14.5,FRN0002C2S-4A A,1.357,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002C2S-4A A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-4A A,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.362,1.5,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002C2S-4E,7,2026-03-20,14.5,FRN0002C2S-4E,1.362,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002C2S-4E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-4E,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.375,1.4,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002C2S-4U,7,2026-03-20,14.5,FRN0002C2S-4U,1.375,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002C2S-4U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-4U,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0.782,0.6,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-6U,0,2026-02-03,11,FRN0002C2S-6U,0.782,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-6U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-6U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.796,0.6,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-6U A,0,2026-02-03,11,FRN0002C2S-6U A,0.796,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-6U A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-6U A,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.706,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-7A,0,2026-02-03,11,FRN0002C2S-7A,0.706,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-7A,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-7A,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.72,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-7E,0,2026-02-03,11,FRN0002C2S-7E,0.72,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-7E,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-7E,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.718,1,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002C2S-7U,0,2026-02-03,11,FRN0002C2S-7U,0.718,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002C2S-7U,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002C2S-7U,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.166,,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0002E2E-2GA,0,2026-02-03,11,FRN0002E2E-2GA,1.166,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0002E2E-2GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2E-2GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
1.881,1.8,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN0002E2E-4GA,7,2026-03-20,14.5,FRN0002E2E-4GA,1.881,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002E2E-4GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2E-4GA,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
2.02,2.02,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN0002E2E-4GB,7,2026-03-20,14.5,FRN0002E2E-4GB,2.02,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002E2E-4GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2E-4GB,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0.962,0.9,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0002E2E-7GA,0,2026-02-03,11,FRN0002E2E-7GA,0.95,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0002E2E-7GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2E-7GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
0.708,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002E2S-2GA,0,2026-02-03,11,FRN0002E2S-2GA,0.708,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002E2S-2GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-2GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.715,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002E2S-2GB,9,2026-02-03,11,FRN0002E2S-2GB,0.715,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002E2S-2GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-2GB,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.523,1.5,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002E2S-4GA,7,2026-03-20,14.5,FRN0002E2S-4GA,1.523,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002E2S-4GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-4GA,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
1.524,1.5,20.5,2026-03-20T08:04:29.250Z,19.5,Carton,0.006,Inverter-FRN0002E2S-4GB,7,2026-03-20,14.5,FRN0002E2S-4GB,1.524,9,2,18,3,11,33,22,3,66,3,16,48,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002E2S-4GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-4GB,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0.731,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002E2S-7GA,0,2026-02-03,11,FRN0002E2S-7GA,0.731,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002E2S-7GA,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-7GA,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
0.735,0.8,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002E2S-7GB,0,2026-02-03,11,FRN0002E2S-7GB,0.735,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002E2S-7GB,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E2S-7GB,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
1.7,,24,2026-03-20T08:04:29.250Z,19.5,Carton,0.007,Inverter-FRN0002E3E-4G,7,2026-03-20,14.5,FRN0002E3E-4G,1.7,9,2,18,2,11,22,22,3,66,2,16,32,140,35,4,4,32,128,32,3,96,120,40,3,160,4,40,False,Inverters,FRN0002E3E-4G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E3E-4G,2026-02-03T15:16:38.401585Z,2026-03-20T08:04:29.577936Z,12,6,2,,,,2,40,80,
0.835,,19,2026-02-03T15:16:34.088Z,19.5,Carton,0.004,Inverter-FRN0002E3E-7G,0,2026-02-03,10,FRN0002E3E-7G,0.835,0,0,24,0,0,45,0,0,120,0,0,63,225,0,0,0,0,210,0,0,126,159,0,0,265,0,0,False,Inverters,FRN0002E3E-7G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E3E-7G,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,16,0,0,,,,,,,
0.685,,15.5,2026-02-03T15:16:34.088Z,19.5,Carton,0.003,Inverter-FRN0002E3S-2G,0,2026-02-03,10,FRN0002E3S-2G,0.685,0,0,36,0,0,60,0,0,120,0,0,84,270,0,0,0,0,252,0,0,168,212,0,0,318,0,0,False,Inverters,FRN0002E3S-2G,projects/bpi-aeropath/databases/(default)/documents/packaging_specs/FRN0002E3S-2G,2026-02-03T15:16:38.401585Z,2026-02-03T15:16:38.401585Z,24,0,0,126,0,0,0,0,159,
